id,video_id,category_id,genre,keyword,comment,likes
31,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Peace, Joy and Love for everyone who is reading this. ",2
32,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I appreciate how this jazz channel not only features established jazz artists but also provides a platform for up-and-coming musicians to showcase their talent and contribute to the evolution of jazz music.",1
33,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I've been listening to this for 2 weeks already while working. Absolutely beautiful. I thought it was a compilation of tracks from different artists like their best ones, but just read the description and it's all by you... Amazing",22
34,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I listen to this while doing my homework so I dont get frustrated and it really does help me a lot. :

i hope who the each and every person is reading this get every thing which you want all the best",14
35,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","YOUR MUSIC IS THE BEST",2
36,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","The most MAGNIFICENT work of sound",0
37,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","it is a pleasure to listen to this collection. Incredible, what beautiful music ! Thanks.",5
38,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","The violin inspires me. It's a singing instrument. Thank you",3
39,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Love and peace to all and everyone! Especially if reading this and you need it! You’re worth it 🫶",2
40,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Thank you so much for this. I've been listening to it nearly everyday for about a week and the amount of work I have got done is unbelievable! Thank you so much :)",18
41,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Hazakura is such a vibe for me. I love it   So many good tracks altogether; phenomenal job. Thank you ",4
42,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","fav lofi while doing illustrations",1
43,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","The graphics are top-notch, with a level of detail that's truly impressive. It's a visual treat that enhances the overall viewing experience. Well done to the talented team behind this!",1
44,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Awesome music. Helps focussing with a sense of mission. Great job.",6
45,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Listening to this tremendously helps me with the oppressive and tight schedules of my training. You there, reading this: 
The storm will pass, no matter how extreme it seems. The sun will shine if you let it. Thank you all!",5
46,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","One of the best study LoFi my ears ever been blessed with, thanks for accompanying me through difficult assignments night to sleepless night studying!",7
47,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I love lofi community for just being ",2
48,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Love this mix of beats. It's stirs the soul and invokes insight. Beautiful.",6
49,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7",これはほんとにすごいねありがとう,3
50,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","We are Gonna Make it",1
51,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I love this music",4
52,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","This was absolutely incredible. Thank you so much for this collection. This was exactly what I needed at this moment to feel better, and it worked. Thank you",6
53,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Instantly into my highest tier - phenomenal music - amazing stuff.",10
54,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","I got into Lofi just before COVID hit.  These playlists have helped me more than I can say and now form part of my very ill disciplined meditation routine.  I'm glad to see it's helping so many people out there.  Thank you for the music.",2
55,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","To anyone who happens to read this, I wish the very best to you and that whatever may be troubling you in life gets better, I'm sure you're an amazing person. Good luck out there, wherever you are ",1
56,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","Dope vibes especially when I'm reading a book. ",7
57,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","That's a masterpiece! Never heard such an accurate and precise mix! Have listened to it maaaany times!",4
58,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","This music helped me connect with myself and give me inner peace. Thank you very much for sharing it! If you are reading this I hope you can make the best of yourself in whatever adversity you are going through and learn what makes you antifragile. ",1
59,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","これを聴いていると穏やかな気持ちになれる。
素敵な音楽をありがとう。",0
60,8kCMHA,4,Lo-fi,"Lo-fi study music_EtD7","why is this so underrated you deserve so much love. im editing my amvs with these now :D",19
61,syg1xTNT9b0,1,Sports,"tennis top moments","Swiatek stopped doing that after that match against Vekic because she faced some backlash from the fans and players community. So that's good",62
62,syg1xTNT9b0,1,Sports,"tennis top moments","I really thank you for bringing the Millman thing to public. I was astonished how he was allowed to do that during the match and I kept telling everyone that this is foul play. And he was being coached all the f***g time! Glad that Fed beat him in that match.",548
63,syg1xTNT9b0,1,Sports,"tennis top moments","that umpire rant is one of the most bizarre things I've ever seen",10
64,syg1xTNT9b0,1,Sports,"tennis top moments","Hahahah Gaston,what a joke.",31
65,syg1xTNT9b0,1,Sports,"tennis top moments","4:18 it really says a lot about Tsitsipas' character.",143
66,syg1xTNT9b0,1,Sports,"tennis top moments","Iga actually acknowledged her distracting hand waving on social media after the San Diego 2022 final and chastised herself for doing it (after being called out by people, of course). She stated that she would never do it again. And in 2023, I don’t believe she ever did that again.",294
67,syg1xTNT9b0,1,Sports,"tennis top moments","The other dirty play is when the ball touches a part of your body, and you don't concede the point. It was so cool during the 2023 US Open doubles final when Bopanna stopped the point and conceded the point, but no one else on the court realized it.",85
68,syg1xTNT9b0,1,Sports,"tennis top moments","The Rune double bounce vs Cerundolo was missing too!!",9
69,syg1xTNT9b0,1,Sports,"tennis top moments","The worst case I've ever saw was Anabel Medina Garrigues vs Serena Williams in 2013. Anabel during the changeover breaks would demand the balls from the ball boys and then purposely rub them and destroy them on her racquet. She did this during a clay court tournament so the balls would break down and play even slower and make it harder for Serena to hit winners against her.",128
70,syg1xTNT9b0,1,Sports,"tennis top moments","Great video…especially the umpire antics …pretty astonishing.  I was expecting Kyrgios to show up here somewhere ",10
71,syg1xTNT9b0,1,Sports,"tennis top moments","Murray should have conceded the point for the sake of the ball boy, who was obviously distraught over his mistake. Murray could not have returned the smash even if he had rocket jets attached to his ass.",244
72,syg1xTNT9b0,1,Sports,"tennis top moments","Nice video. Surprised you did not include the Bouzkova / Sorribes-Tormo doubles pair at Roland Garros 2023 getting their opponents disqualified over a harmless incident and then laughing about it. That was DIRTY",2
73,syg1xTNT9b0,1,Sports,"tennis top moments","Nobody commenting about the clip with umpire in the Sousa match? That was absolutely insane and hilarious. Like what the actual fuck :D",49
74,syg1xTNT9b0,1,Sports,"tennis top moments","Millman thing is interesting. I wouldn’t have thought you can get the ball that wet doing that. I wonder if he just trying to flatten down the fluff on the ball to hit the serve faster. I’ve heard players complain that the Australian open balls fluff up too much and as a server you definitely don’t want that. A touch of moisture and rubbing would definitely flatten the fluff for that first serve.",88
75,syg1xTNT9b0,1,Sports,"tennis top moments","Is the Swiatek arm waving thing why Ostapenko does the shoe squeaking on iga's serve?",2
76,syg1xTNT9b0,1,Sports,"tennis top moments","the djokovic norrie is not bad, its much easier to hit a overhead shot cross court than down the line",22
77,syg1xTNT9b0,1,Sports,"tennis top moments","If these are the 8 dirtiest plays you could find it says a lot for tennis.  3 of these weren't even bad plays, they were bad calls (judgment) from the umpire and had nothing to do with the players.  And 1 of them was Djokovich turning his back to an incoming smash.

The only shocking 1 here was Gaston's action, which rightly got him a huge fine.",140
78,syg1xTNT9b0,1,Sports,"tennis top moments","Nice enlightening video of the crazies in tennis .   And it's the duty of the empires and tournament directors to ensure that rules, decorum and sportsmanship is always maintained by one and all as it had always been over the years.",2
79,syg1xTNT9b0,1,Sports,"tennis top moments","Norrie was not intentional. Djoko was way too close to the net and still moving in the middle. For a high volley players are used to hitting in the middle in case the ball was out.",38
80,syg1xTNT9b0,1,Sports,"tennis top moments","One I remember very vividly was when Maria Jose Martinez Sanchez played Serena at the French Open years back. Maria hit a drop shot, Serena came to net and hit a backhand that actually bounced off Maria’s arm, but Maria won the point because it “appeared” to be that Maria hit a winning volley (a bad call from the umpire, but Maria also acted as if she didn’t do anything wrong if my recollection is correct). Serena was NOT happy about that….she was ready to throw hands with Maria in that locker room ",11
81,syg1xTNT9b0,1,Sports,"tennis top moments","Cheap, cheap, cheap. I like and greatly admire Alcaraz. And I love his intense stare down of Tsitsipas (the Tsetse fly).",5
82,syg1xTNT9b0,1,Sports,"tennis top moments","Murray not giving the point is an absolute disgrace to the sport.. If I was in Troicki's position I d have humiliated him right away in front of everyone..",176
83,syg1xTNT9b0,1,Sports,"tennis top moments","I was watching the Coric against Hugo match live ,So glad Borna won the match.",1
84,syg1xTNT9b0,1,Sports,"tennis top moments","Musetti one didn’t look like double bounce though. From the slow mo angle??",4
85,syg1xTNT9b0,1,Sports,"tennis top moments","Where's the sorribes tormo bouzkova scandal where they got two japanese players defaulted for accidentally hitting a ballkid then laughed about it? Should also include that one doubles match where one of the players served right at the net player then laughed about it",7
86,syg1xTNT9b0,1,Sports,"tennis top moments","The dirtiest tricks are freezing the opponent with breaks. Some go to the toilet for ages repeatedly, some break their shoe laces and some do both…!",4
87,syg1xTNT9b0,1,Sports,"tennis top moments","That umpire of the Sousa match is an absolute legend, wtf",3
88,syg1xTNT9b0,1,Sports,"tennis top moments","wehere is Bouzkova and Sorribes Tormo/Miyu Kato and Aldila Sutjiadi disqualification?",4
89,syg1xTNT9b0,1,Sports,"tennis top moments","Why was Novak looking away? If he was going for a walk in the park and Cameron jumped out of a bush and smashed a ball at him, then fair enough, but it was a live tennis point, in a match where he was the opponent.",5
90,syg1xTNT9b0,1,Sports,"tennis top moments","Enjoy your content and presentation,subscribed.",0
91,syg1xTNT9b0,1,Sports,"tennis top moments","Very good video and some awkward ones. As for the double bounce I couldn't see it and at the level of competition I played there was no umpire or cctv so the benefit of the doubt would be given unless the other player wished to concede the ball bounced twice.",0
92,syg1xTNT9b0,1,Sports,"tennis top moments","The musetti thing happened with Federer in Madrid 2012 against berdych I believe. Except fed didn’t take it as lightly as alcaraz",3
93,syg1xTNT9b0,1,Sports,"tennis top moments","The Millman one is super dirty, you can't just wet your balls like that!",4
94,syg1xTNT9b0,1,Sports,"tennis top moments","how about Toth vs Zhang?",7
95,syg1xTNT9b0,1,Sports,"tennis top moments","Tsitsipas' "passing" shot to the body is absolutely legal - but he would have looked way better if he gave Carlos a cheaky smile and a halfhearted apology afterwards ",2
96,syg1xTNT9b0,1,Sports,"tennis top moments","I love the Alcaraz-Tsitsipas match-up.",2
97,syg1xTNT9b0,1,Sports,"tennis top moments","The Swiatek one. Confusing the passing shot maker with a lateral split step is completely legitimate move, but the jumping Jack is unsportsman-like and could be the subject of a caution from the chair ump depending on the context of a match to protect against this antic taking over and effecting the entire match.",25
98,syg1xTNT9b0,1,Sports,"tennis top moments","There have been worse. Murray aiming at Federer (he missed) and Tsonga (hit him in the nuts). Justine Henin (great backhand, evil person) raising her hand against Serena's serve.",4
99,syg1xTNT9b0,1,Sports,"tennis top moments","Great vid",0
100,syg1xTNT9b0,1,Sports,"tennis top moments","Confused with umpires response to Nadal ‘he’s been doing it every point Rafa’. Does that mean the umpire thought it was ok? Or that he was powerless to stop him doing it? Weird",11
101,LQXLEW8dMoc,1,Sports,"Football compilations","12:20 "I barely touched him ref"",141
102,LQXLEW8dMoc,1,Sports,"Football compilations","5:19 when the homies are always there for you",261
103,LQXLEW8dMoc,1,Sports,"Football compilations","3:20 when you’re teacher walks:",61
104,LQXLEW8dMoc,1,Sports,"Football compilations","5:29 How Linebackers walk through doors",126
105,LQXLEW8dMoc,1,Sports,"Football compilations","Lamar Jackson acts like he’s playing Madden 20.",164
106,LQXLEW8dMoc,1,Sports,"Football compilations","1:54 he is literally right I’ve experienced this myself as a freshman it really sucks",157
107,LQXLEW8dMoc,1,Sports,"Football compilations","5:07

Imagine getting rejected",29
108,LQXLEW8dMoc,1,Sports,"Football compilations","11:49 when she txts u first",38
109,LQXLEW8dMoc,1,Sports,"Football compilations","2:24 lmfao",41
110,LQXLEW8dMoc,1,Sports,"Football compilations","2:45 the best part in the vid",25
111,LQXLEW8dMoc,1,Sports,"Football compilations","7:17 how does that kid manage to dive in the endzone when the other kid already has a td lol smh",51
112,LQXLEW8dMoc,1,Sports,"Football compilations","lol Tom Brady trying to block is like my younger brother trying to catch",405
113,LQXLEW8dMoc,1,Sports,"Football compilations","That coach has some fire moves",4
114,LQXLEW8dMoc,1,Sports,"Football compilations","The Tom Brady tryna block got me dying on the floor",28
115,LQXLEW8dMoc,1,Sports,"Football compilations","7:33 that block",17
116,LQXLEW8dMoc,1,Sports,"Football compilations","13:30 ikr ",18
117,LQXLEW8dMoc,1,Sports,"Football compilations","3:28 I died lmaooo",14
118,LQXLEW8dMoc,1,Sports,"Football compilations","10:40 is my favorite",22
119,LQXLEW8dMoc,1,Sports,"Football compilations","14:25 the Dolphins actually beat the patriots...",150
120,LQXLEW8dMoc,1,Sports,"Football compilations","7:20 he doin that madden hack where you can’t get tackled behind the line of scrimmage",11
121,LQXLEW8dMoc,1,Sports,"Football compilations","5:26 Something tells me that they are not at a home game.",19
122,LQXLEW8dMoc,1,Sports,"Football compilations","5:00 well that’s a way how to do it",28
123,LQXLEW8dMoc,1,Sports,"Football compilations","9:12 this man just stole his lunch money",5
124,LQXLEW8dMoc,1,Sports,"Football compilations","2:10 when the math teacher quits",4
125,LQXLEW8dMoc,1,Sports,"Football compilations","5:00 him him college: gets married
Me in college: how to beat the ender dragon in Minecraft without a weapon",6
126,LQXLEW8dMoc,1,Sports,"Football compilations","12:31, is what happens to polynesians when they ask for something.",14
127,LQXLEW8dMoc,1,Sports,"Football compilations","The Clemson one is cool",64
128,LQXLEW8dMoc,1,Sports,"Football compilations","2:43 he said you ain’t falling today",9
129,LQXLEW8dMoc,1,Sports,"Football compilations","11:08 All that just to lose to LSU",26
130,LQXLEW8dMoc,1,Sports,"Football compilations","12:05 When you are done being civilized",10
131,LQXLEW8dMoc,1,Sports,"Football compilations","The funny thing is that the North Carolina Coach thought he was killin it 2:11",1
132,LQXLEW8dMoc,1,Sports,"Football compilations","Who remembers watching this the first  year or so  it came out now  the video is 4 years old.time flys fast",1
133,LQXLEW8dMoc,1,Sports,"Football compilations","9:16 Jamal Adams where you at",13
134,LQXLEW8dMoc,1,Sports,"Football compilations","At 2:39 the linebacker got his back",154
135,LQXLEW8dMoc,1,Sports,"Football compilations","3:55 I like how Tom just kind of looks at the defenders menacingly.",2
136,LQXLEW8dMoc,1,Sports,"Football compilations","That Tom Brady one where he’s just trying is so funny",2
137,LQXLEW8dMoc,1,Sports,"Football compilations","That block on the qb run was crazy",3
138,LQXLEW8dMoc,1,Sports,"Football compilations","Clemson commit hot routed to a streak",9
139,LQXLEW8dMoc,1,Sports,"Football compilations","is it just me or is one of the best feelings is when u with your team marching twords the field and feel like soldiers going to war",1
140,LQXLEW8dMoc,1,Sports,"Football compilations","2:10 Blud was feeling himself fr",1
141,LQXLEW8dMoc,1,Sports,"Football compilations","“Wait what he do” ",14
142,LQXLEW8dMoc,1,Sports,"Football compilations","The greatest catch I’ve ever seen was in flag football. This kid ran like 20 yards, slowed down cause that’s what you do when most kids can’t throw. The QB proceeds to throw the ball. The kid sees this starts running, dives and catches the ball with 3 fingers while being parallel with the ground.",49
143,LQXLEW8dMoc,1,Sports,"Football compilations","Coach doing the mop",2
144,LQXLEW8dMoc,1,Sports,"Football compilations","I love that both of the teams go out when his girlfriend was gonna kick a field goal.also 13:34 cracked me up",1
145,LQXLEW8dMoc,1,Sports,"Football compilations","the one that said “lamar jackson in high school” is actually mike vick i saw it on the back of his jersey ",3
146,LQXLEW8dMoc,1,Sports,"Football compilations","9:46 when he makes your female best friend cry",5
147,LQXLEW8dMoc,1,Sports,"Football compilations","5:19 the fact the other team went and celebrated too! great sportsmanship",0
148,LQXLEW8dMoc,1,Sports,"Football compilations","I’ve watched this so many times love it",0
149,LQXLEW8dMoc,1,Sports,"Football compilations","I’ll see you all when this blows up and gets over a mill views ",21
150,LQXLEW8dMoc,1,Sports,"Football compilations","6:00 had me dying",5
151,LQXLEW8dMoc,1,Sports,"Football compilations","Top brady tryong to block was the funniest thing ive seen this week",0
152,LQXLEW8dMoc,1,Sports,"Football compilations","5:11, even the other team was hyped",1
153,LQXLEW8dMoc,1,Sports,"Football compilations","8:51 hit really hard ",3
154,LQXLEW8dMoc,1,Sports,"Football compilations","12:36 is the best one for sure",5
155,LQXLEW8dMoc,1,Sports,"Football compilations","5:28 when my friend getting bullied 

Me: think again boy",2
156,LQXLEW8dMoc,1,Sports,"Football compilations","The coach who hit the door down has rage ehisyous",1
157,LQXLEW8dMoc,1,Sports,"Football compilations","As a ravens fan from Baltimore Lamar is the best thing to happen to me",24
158,LQXLEW8dMoc,1,Sports,"Football compilations","that lineman that picked up the Qb in the middle of the play is a goat",5
159,LQXLEW8dMoc,1,Sports,"Football compilations","coach really hittin with that beat",0
160,LQXLEW8dMoc,1,Sports,"Football compilations","Bro when the guy proposed the opposing team came in to show support W sportsmanship",0
161,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Deadpool & Wolverine — New Trailer ️️ “Villain Revealed! ” ️ https://youtu.be/eZdGYG3NqSs",11
162,Vw7hIfI-GC0,3,Movie,"Action movie trailers","It’s fan made, obviously its scenes all from PREY",44
163,Vw7hIfI-GC0,3,Movie,"Action movie trailers","They don’t even seek revenge! If you bested them in battle then you earned their respect! they don’t then come back for revenge!",31
164,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Predator in the thumbnail looks like he's clapping some cheeks ",8
165,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Thumbnail looks wild.",4
166,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Can't wait. Loved the 1st one.",1
167,Vw7hIfI-GC0,3,Movie,"Action movie trailers","So, is it going to be in Theatres?
Or do we have to sign up and pay for Hulu to see it?",0
168,Vw7hIfI-GC0,3,Movie,"Action movie trailers","This could have been good if this real.",2
169,Vw7hIfI-GC0,3,Movie,"Action movie trailers","When ?",0
170,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Wow nice",0
171,Vw7hIfI-GC0,3,Movie,"Action movie trailers","WHEN IS IR COMING UP?!?! ",1
172,Vw7hIfI-GC0,3,Movie,"Action movie trailers","My idea for an AvP3 movie is as follows: Weyland-Yutani has required the Yatuja technology.They have both a bunch of weapons and have

captured several ships after setting a trap in the jungle where Weyland-Yutani has discovered that the Yatujas use to

hunt human soldiers.They set course for the Yatuja homeplanet. With them they bring robotsoldiers that are like

the liquid metal robot seen in the second terminator movie. When they arrive they hides the two spaceship in

a forrest close to a Yatuja settlement. When they enters the settlement they discovers that the Yatujas has

a lot of xenomorphs contained in big cages. They(Weyland-yutani robots who are imune against the xenomorphs attacks)

sets the xenomorphs free.A battle breaks out between the Yatujas and the xenomorphs.Then the xenomorphs manage to kill

all of the Yatujas. The Weyland-Yutani robots captures all of the xenomorphs and plans to drop them on an alien planet populated with ugly beings looking a little like monkeys,living like humans did in the stoneage.

which they want to clean for later human population. And that sets up the possibility for a fourth movie.",0
173,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Get to the chopper.",5
174,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Are you serious I was getting hype up until I saw clips from the first prey.",0
175,Vw7hIfI-GC0,3,Movie,"Action movie trailers","hurr durrr "It's fan made" "I am So CLeVeR!"
Gee what gave it away? 



The fact that it literally tells you in the description?",1
176,Vw7hIfI-GC0,3,Movie,"Action movie trailers","They might come back, but never for revenge.  If anything, another hunter would come back to try their hands at combating the one that defeated one of their own.  They'd see it as an honor.",0
177,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Humans are unbelievable",0
178,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Oh lord y’all got so much to say but haven’t made one movie at all ",0
179,Vw7hIfI-GC0,3,Movie,"Action movie trailers","April 8 24 death  bed ️ time",2
180,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Just watch don’t talk ️",0
181,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Phat 1",0
182,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Ur taking it to far now",1
183,Vw7hIfI-GC0,3,Movie,"Action movie trailers","This has nothing to do with a second issue since this video is an assembly of the salient parts of the Prey. Stop taking us for granted!",3
184,Vw7hIfI-GC0,3,Movie,"Action movie trailers","No violence No watch",0
185,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Ok, so this is fan-made BUT the real question is...
Do we want the next one set here again??? Do we want the same hero, again? Wouldn't another time period make a better choice?",2
186,Vw7hIfI-GC0,3,Movie,"Action movie trailers","If you add "FAN MADE" in the title or in the thumbnail, you'll probably get much more likes. At least for one like I can guarantee....",0
187,Vw7hIfI-GC0,3,Movie,"Action movie trailers","When it’s time to defend something won’t be able to find y’all no where please  ",0
188,Vw7hIfI-GC0,3,Movie,"Action movie trailers",,0
189,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Why don't they show this in the cinema!!!! 

Much better then all the garbage shown in cinema's.",0
190,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Pass armies cant beat them but she can .no thanks",0
191,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Man if yhis was real, thoses indian tribes wouldnt even be able to kill that thibg with its high tech lol",0
192,Vw7hIfI-GC0,3,Movie,"Action movie trailers","I HATE BEING TRICKED BECAUSE I GET TOO EXCITED THEN I REALIZED IT ISN'T REAL NOT FUNNY AT ALL ",1
193,Vw7hIfI-GC0,3,Movie,"Action movie trailers","lol that stupid Ai thumbnail",1
194,Vw7hIfI-GC0,3,Movie,"Action movie trailers","This is cap",0
195,Vw7hIfI-GC0,3,Movie,"Action movie trailers",,0
196,Vw7hIfI-GC0,3,Movie,"Action movie trailers","This Pray one stop the cap ",0
197,Vw7hIfI-GC0,3,Movie,"Action movie trailers","I don't like the new mask at all    ",2
198,Vw7hIfI-GC0,3,Movie,"Action movie trailers",,0
199,Vw7hIfI-GC0,3,Movie,"Action movie trailers","The first one was horrible anyways",1
200,Vw7hIfI-GC0,3,Movie,"Action movie trailers","Yup, more of the same old same old.  A woman takes on a Predator of soupier fighting powers and skills. 
Yup she beets the Predator on her own.. Oh so very predictable and BORINGgggg 
Why is it that the Predator always dies?  if they were that good then they would hire the woman hunter to teach them !... 
Try making a Predator movie that is not predictable !",0
201,Vw7hIfI-GC0,3,Movie,"Action movie trailers",,0
